SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,848 Peralta Ave,San Francisco,CA,94110,1595000,3,3.0,San Francisco,1310,1751,2007,6,1218,,Active,,,http://www.redfin.com/CA/San-Francisco/848-Peralta-Ave-94110/home/12226771,San Francisco MLS,421526363,N,Y,37.7389877,-122.4090968
MLS Listing,,Single Family Residential,1387 41st Ave,San Francisco,CA,94122,1199000,5,4.0,San Francisco,2250,2060,1941,7,533,,Active,,,http://www.redfin.com/CA/San-Francisco/1387-41st-Ave-94122/home/1660564,San Francisco MLS,421528221,N,Y,37.760938,-122.5008548
MLS Listing,,Single Family Residential,67 Richland Ave,San Francisco,CA,94110,1395000,3,1.5,San Francisco,1635,2500,1890,7,853,,Active,,,http://www.redfin.com/CA/San-Francisco/67-Richland-Ave-94110/home/1918389,San Francisco MLS,421527647,N,Y,37.7361999,-122.425048
MLS Listing,,Condo/Co-op,219 Cumberland St #4,San Francisco,CA,94114,750000,1,1.0,San Francisco,690,2889,1964,7,1087,401,Active,,,http://www.redfin.com/CA/San-Francisco/219-Cumberland-St-94114/unit-4/home/22042897,San Francisco MLS,421528132,N,Y,37.7586105,-122.4286521
MLS Listing,,Condo/Co-op,435 China Basin St #213,San Francisco,CA,94158,998000,1,1.0,San Francisco,843,122891,2012,7,1184,815,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-213/home/40629242,San Francisco MLS,421528207,N,Y,37.7715936,-122.3885893
MLS Listing,,Condo/Co-op,460 5th Ave,San Francisco,CA,94118,1699000,3,2.0,San Francisco,1729,3033,2004,7,983,235,Active,,,http://www.redfin.com/CA/San-Francisco/460-5th-Ave-94118/home/1365179,San Francisco MLS,421527940,N,Y,37.779917,-122.462802
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 23A,San Francisco,CA,94105,1950000,2,2.0,San Francisco,1558,12409,,7,1252,1363,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-23A/home/50262882,San Francisco MLS,421528174,N,Y,37.7857356,-122.3989521
MLS Listing,,Single Family Residential,722 Girard St,SAN FRANCISCO,CA,94134,1299000,5,3.0,SAN FRANCISCO,2480,3998,1907,7,524,,Active,,,http://www.redfin.com/CA/San-Francisco/722-Girard-St-94134/home/1696152,MLSListings,ML81833897,N,Y,37.7233254,-122.4032115
MLS Listing,,Condo/Co-op,720 York St #102,San Francisco,CA,94110,1295000,1,1.0,San Francisco,1454,,1999,7,891,598,Active,,,http://www.redfin.com/CA/San-Francisco/720-York-St-94110/unit-102/home/12396548,San Francisco MLS,421528038,N,Y,37.7598258,-122.4092029
MLS Listing,,Condo/Co-op,18 Lansing St #403,San Francisco,CA,94105,1859000,2,2.0,San Francisco,1688,10062,1928,7,1101,659,Active,,,http://www.redfin.com/CA/San-Francisco/18-Lansing-St-94105/unit-403/home/12395949,San Francisco MLS,421526773,N,Y,37.7863844,-122.393839
MLS Listing,,Condo/Co-op,403 Main St Unit 816N,San Francisco,CA,94105,950000,1,1.0,San Francisco,862,29037,1997,7,1102,689,Active,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-816N/home/1801130,San Francisco MLS,421527936,N,Y,37.7880767,-122.3896032
MLS Listing,,Multi-Family (2-4 Unit),8137 - 8139 Geary Blvd,San Francisco,CA,94121,1595000,4,,San Francisco,2600,1873,1948,7,613,,Active,,,http://www.redfin.com/CA/San-Francisco/8137-Geary-Blvd-94121/home/1988938,San Francisco MLS,421523732,N,Y,37.7788066,-122.5068077
MLS Listing,,Condo/Co-op,8 Montezuma St,San Francisco,CA,94110,995000,2,1.0,San Francisco,865,1750,1931,7,1150,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Montezuma-St-94110/home/2001196,San Francisco MLS,421527810,N,Y,37.7458372,-122.416895
MLS Listing,,Single Family Residential,56 Cielito Dr,San Francisco,CA,94134,699000,3,1.0,San Francisco,990,1999,1944,7,706,,Active,,,http://www.redfin.com/CA/San-Francisco/56-Cielito-Dr-94134/home/1885854,San Francisco MLS,421527994,N,Y,37.7097209,-122.4221162
MLS Listing,,Single Family Residential,629 Lakeview Ave,San Francisco,CA,94112,969000,3,2.0,San Francisco,1415,2495,1954,7,685,,Active,,,http://www.redfin.com/CA/San-Francisco/629-Lakeview-Ave-94112/home/1850601,San Francisco MLS,421527644,N,Y,37.7181045,-122.4571402
MLS Listing,,Condo/Co-op,10 Kennedy Pl #304,San Francisco,CA,94124,839000,2,2.0,San Francisco,969,,2018,7,866,611,Active,,,http://www.redfin.com/CA/San-Francisco/10-Kennedy-Pl-94124/unit-304/home/173337445,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941155,N,Y,37.7281091,-122.367719
MLS Listing,,Condo/Co-op,588 Minna St #301,San Francisco,CA,94109,1099000,2,2.0,San Francisco,998,8084,,7,1101,680,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-94103/unit-301/home/174684627,San Francisco MLS,421527897,N,Y,37.7790369,-122.4101047
MLS Listing,,Condo/Co-op,280 Spear St Unit 31C,San Francisco,CA,94105,2200000,2,2.0,San Francisco,1297,47916,,7,1696,1284,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-31C/home/171848540,San Francisco MLS,421527933,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,1812 Pacific Ave,San Francisco,CA,94109,2525000,3,2.5,San Francisco,1829,7686,2009,7,1381,360,Active,,,http://www.redfin.com/CA/San-Francisco/1812-Pacific-Ave-94109/home/21506813,San Francisco MLS,421524358,N,Y,37.7948128,-122.4256762
MLS Listing,,Condo/Co-op,10 Kennedy Pl #108,San Francisco,CA,94124,699000,1,1.0,San Francisco,655,,2018,7,1067,544,Active,,,http://www.redfin.com/CA/San-Francisco/10-Kennedy-Pl-94124/unit-108/home/173337420,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941123,N,Y,37.7281091,-122.367719
MLS Listing,,Condo/Co-op,1859 Vallejo St #2,San Francisco,CA,94123,1899000,3,2.0,San Francisco,1928,5451,1909,7,985,621,Active,,,http://www.redfin.com/CA/San-Francisco/1859-Vallejo-St-94123/unit-2/home/563457,San Francisco MLS,421527369,N,Y,37.795886,-122.4278208
MLS Listing,,Condo/Co-op,123 Corwin St Unit B,San Francisco,CA,94114,975000,2,1.0,San Francisco,817,2541,1962,7,1193,196,Active,,,http://www.redfin.com/CA/San-Francisco/123-Corwin-St-94114/unit-B/home/100768863,San Francisco MLS,421527898,N,Y,37.7573582,-122.4407155
MLS Listing,,Multi-Family (2-4 Unit),148 - 152 Fillmore St,San Francisco,CA,94117,2995000,7,3.0,San Francisco,3801,1950,1900,7,788,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Fillmore-St-94117/home/1523427,San Francisco MLS,421527895,N,Y,37.7710169,-122.4299664
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #801,San Francisco,CA,94109,949500,1,1.0,San Francisco,954,25240,1920,7,995,899,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-801/home/999541,San Francisco MLS,421527786,N,Y,37.7850879,-122.420674
MLS Listing,,Condo/Co-op,201 Harrison St #512,San Francisco,CA,94105,499900,0,1.0,San Francisco,,38449,1991,7,,576,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-512/home/727665,San Francisco MLS,421526440,N,Y,37.7875875,-122.3904715
MLS Listing,,Condo/Co-op,201 Harrison St #405,San Francisco,CA,94105,648888,1,1.0,San Francisco,544,38449,1991,7,1193,627,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-405/home/1264012,San Francisco MLS,421526368,N,Y,37.7875875,-122.3904715
MLS Listing,,Condo/Co-op,338 Potrero Ave #801,San Francisco,CA,94103,849000,1,1.0,San Francisco,,11250,2017,7,,636,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-801/home/144063909,San Francisco MLS,421525876,N,Y,37.7651395,-122.4078164
MLS Listing,,Condo/Co-op,588 Minna St #203,San Francisco,CA,94109,699000,1,1.0,San Francisco,644,8084,2021,7,1085,556,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-St-94103/unit-203/home/169632443,San Francisco MLS,421527836,N,Y,37.7790369,-122.4101047
MLS Listing,,Single Family Residential,437 Ellsworth St,San Francisco,CA,94110,2350000,3,3.5,San Francisco,,1750,,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/437-Ellsworth-St-94110/home/2001228,San Francisco MLS,421520019,N,Y,37.7379374,-122.4144839
MLS Listing,,Condo/Co-op,388 Fulton St #211,SAN FRANCISCO,CA,94102,895000,2,1.0,SAN FRANCISCO,714,,2016,7,1254,638,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-211/home/109688253,MLSListings,ML81833778,N,Y,37.7790409,-122.4231102
MLS Listing,,Single Family Residential,1502 Shotwell St,San Francisco,CA,94110,2695000,3,2.0,San Francisco,2335,4200,1909,7,1154,,Active,,,http://www.redfin.com/CA/San-Francisco/1502-Shotwell-St-94110/home/1759761,San Francisco MLS,421527593,N,Y,37.744687,-122.415059
MLS Listing,,Single Family Residential,1390 Hampshire St,SAN FRANCISCO,CA,94110,1450000,3,1.0,SAN FRANCISCO,1217,2596,1926,7,1191,,Active,,,http://www.redfin.com/CA/San-Francisco/1390-Hampshire-St-94110/home/1911857,MLSListings,ML81833777,N,Y,37.750045,-122.407296
MLS Listing,,Condo/Co-op,701 - 1 Hampshire St,San Francisco,CA,94110,625000,1,1.0,San Francisco,600,,1960,7,1042,450,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-102/home/1518942,San Francisco MLS,421527779,N,Y,37.7603979,-122.4078827
MLS Listing,,Condo/Co-op,2900 Pierce St #4,San Francisco,CA,94123,1395000,2,2.0,San Francisco,1131,3000,1914,7,1233,397,Active,,,http://www.redfin.com/CA/San-Francisco/2900-Pierce-St-94123/unit-4/home/26768399,San Francisco MLS,421527751,N,Y,37.7969221,-122.4386769
MLS Listing,,Condo/Co-op,10 Innes Ct #203,San Francisco,CA,94124,939000,3,2.0,San Francisco,1223,,2018,7,768,676,Active,,,http://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-203/home/166705157,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941075,N,Y,37.7280682,-122.3679965
MLS Listing,,Single Family Residential,1851 Newhall St,San Francisco,CA,94124,959000,3,2.0,San Francisco,1556,2665,1946,7,616,,Active,,,http://www.redfin.com/CA/San-Francisco/1851-Newhall-St-94124/home/1122174,San Francisco MLS,421527752,N,Y,37.7322721,-122.3950357
MLS Listing,,Single Family Residential,2 Castenada Ave,San Francisco,CA,94116,3995000,4,3.5,San Francisco,,9273,1926,7,,133,Active,,,http://www.redfin.com/CA/San-Francisco/2-Castenada-Ave-94116/home/683247,San Francisco MLS,421526309,N,Y,37.75074,-122.4624033
MLS Listing,,Condo/Co-op,2248 Mason St,San Francisco,CA,94133,1095000,2,1.0,San Francisco,930,2622,1912,7,1177,541,Active,,,http://www.redfin.com/CA/San-Francisco/2248-Mason-St-94133/home/44581809,San Francisco MLS,421524783,N,Y,37.8044351,-122.4131095
MLS Listing,,Single Family Residential,,San Francisco,CA,94112,950000,2,2.0,Ingelside,1758,2809,1922,7,540,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/1481153,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940323,N,Y,37.7206389,-122.4538672
MLS Listing,,Single Family Residential,1459 18th Ave,San Francisco,CA,94122,2298000,5,4.5,San Francisco,3100,2983,1926,7,741,,Active,,,http://www.redfin.com/CA/San-Francisco/1459-18th-Ave-94122/home/1812892,San Francisco MLS,421526566,N,Y,37.7606365,-122.4761016
MLS Listing,,Condo/Co-op,228 Liberty St,San Francisco,CA,94114,1995000,3,2.0,San Francisco,1845,2500,1938,7,1081,350,Active,,,http://www.redfin.com/CA/San-Francisco/228-Liberty-St-94114/home/973838,San Francisco MLS,421526598,N,Y,37.7576259,-122.4264981
MLS Listing,,Single Family Residential,774 Joost Ave,San Francisco,CA,94127,1250000,2,1.0,San Francisco,1260,2500,1913,7,992,,Active,,,http://www.redfin.com/CA/San-Francisco/774-Joost-Ave-94127/home/690999,San Francisco MLS,421526943,N,Y,37.732542,-122.452858
MLS Listing,,Single Family Residential,3817 Folsom St,San Francisco,CA,94110,1350000,3,,San Francisco,,1751,1923,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/3817-Folsom-St-94110/unit-3817A/home/1583514,San Francisco MLS,421527627,N,Y,37.7386924,-122.4131786
MLS Listing,,Single Family Residential,224 Upper Ter,San Francisco,CA,94117,4295000,4,3.5,San Francisco,3125,2474,,7,1374,,Active,,,http://www.redfin.com/CA/San-Francisco/224-Upper-Ter-94117/home/2031486,San Francisco MLS,421526609,N,Y,37.7635081,-122.4448469
MLS Listing,,Single Family Residential,131 Wilmot St,San Francisco,CA,94115,1688000,2,2.5,San Francisco,,757,1900,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/131-Wilmot-St-94115/home/1498661,San Francisco MLS,421521377,N,Y,37.7872697,-122.4348363
MLS Listing,,Condo/Co-op,2415 Van Ness Ave #306,San Francisco,CA,94109,695000,1,1.0,San Francisco,566,5520,1926,7,1228,650,Active,,,http://www.redfin.com/CA/San-Francisco/2415-Van-Ness-Ave-94109/unit-306/home/1425918,San Francisco MLS,421516616,N,Y,37.7978846,-122.4242425
MLS Listing,,Condo/Co-op,950 Tennessee St #321,San Francisco,CA,94107,1149000,1,1.0,San Francisco,902,,2020,7,1274,544,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-321/home/171028714,San Francisco MLS,421527457,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #119,San Francisco,CA,94107,619000,0,1.0,San Francisco,460,,2020,7,1346,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-119/home/174673039,San Francisco MLS,421527456,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #112,San Francisco,CA,94107,609800,0,1.0,San Francisco,460,,2020,7,1326,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-112/home/174673038,San Francisco MLS,421527372,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,441 Waller St,San Francisco,CA,94117,1295000,3,1.5,San Francisco,1421,1870,1900,8,911,298,Active,,,http://www.redfin.com/CA/San-Francisco/441-Waller-St-94117/home/103968002,San Francisco MLS,421526492,N,Y,37.7710125,-122.4309724
MLS Listing,,Single Family Residential,1370 28th Ave,San Francisco,CA,94122,1995000,5,3.5,San Francisco,2768,2996,1924,8,721,,Active,,,http://www.redfin.com/CA/San-Francisco/1370-28th-Ave-94122/home/1119231,San Francisco MLS,421527458,N,Y,37.7618535,-122.4863713
MLS Listing,,Single Family Residential,26 Presidio Ter,San Francisco,CA,94118,14500000,6,8.0,San Francisco,9405,10284,1909,8,1542,724,Active,,,http://www.redfin.com/CA/San-Francisco/26-Presidio-Ter-94118/home/1899364,San Francisco MLS,421526366,N,Y,37.7876461,-122.4601477
MLS Listing,,Single Family Residential,122 Avila,San Francisco,CA,94123,4000000,3,2.5,San Francisco,2760,2496,,8,1449,,Active,,,http://www.redfin.com/CA/San-Francisco/122-Avila-St-94123/home/1171248,San Francisco MLS,421526197,N,Y,37.8016565,-122.4403899
MLS Listing,,Condo/Co-op,672 Clipper St #2,San Francisco,CA,94114,1985000,3,3.0,San Francisco,2103,2946,2000,8,944,283,Active,,,http://www.redfin.com/CA/San-Francisco/672-Clipper-St-94114/unit-2/home/1907983,San Francisco MLS,421527132,N,Y,37.748887,-122.4393972
MLS Listing,,Single Family Residential,1457 23rd Ave,San Francisco,CA,94122,1349000,3,1.0,San Francisco,1385,3000,,8,974,,Active,,,http://www.redfin.com/CA/San-Francisco/1457-23rd-Ave-94122/home/630466,San Francisco MLS,421527374,N,Y,37.7604363,-122.4815516
MLS Listing,,Condo/Co-op,601 Van Ness Ave #424,San Francisco,CA,94102,649000,1,1.0,San Francisco,834,105806,1982,8,778,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-424/home/1546540,San Francisco MLS,421527514,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,1312 California St,San Francisco,CA,94109,1395000,3,2.0,San Francisco,1479,,1911,8,943,400,Active,,,http://www.redfin.com/CA/San-Francisco/1312-California-St-94109/home/1304416,San Francisco MLS,512064,N,Y,37.791374,-122.416141
MLS Listing,,Multi-Family (2-4 Unit),767 - 771 Pine St,San Francisco,CA,94108,3495000,9,7.5,San Francisco,4605,1376,1909,8,759,,Active,,,http://www.redfin.com/CA/San-Francisco/767-Pine-St-94108/home/553515,San Francisco MLS,421526907,N,Y,37.7909713,-122.4084739
MLS Listing,,Single Family Residential,631 Shotwell St,San Francisco,CA,94110,925000,3,1.5,San Francisco,1350,1999,1900,8,685,,Active,,,http://www.redfin.com/CA/San-Francisco/631-Shotwell-St-94110/home/712970,San Francisco MLS,421527367,N,Y,37.7583296,-122.4155016
MLS Listing,,Single Family Residential,3675 Clay St,San Francisco,CA,94118,5250000,4,4.0,San Francisco,5003,3881,1904,8,1049,,Active,,,http://www.redfin.com/CA/San-Francisco/3675-Clay-St-94118/home/586356,San Francisco MLS,421526166,N,Y,37.7880387,-122.4532986
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 2C,San Francisco,CA,94102,948000,2,2.0,San Francisco,912,,2020,8,1039,632,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-2C/home/174668319,San Francisco MLS,421526920,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 1A,San Francisco,CA,94102,649000,1,1.0,San Francisco,568,,2021,8,1143,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-1A/home/174668298,San Francisco MLS,421527363,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,225 Arkansas St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1025,,1900,8,877,,Active,,,http://www.redfin.com/CA/San-Francisco/225-Arkansas-St-94107/home/1965837,San Francisco MLS,421526935,N,Y,37.7632217,-122.3983105
MLS Listing,,Condo/Co-op,225 - 1/2 Arkansas St,San Francisco,CA,94107,1150000,2,1.0,San Francisco,1145,,1900,8,1004,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Arkansas-St-94107/home/173950935,San Francisco MLS,421526936,N,Y,37.7660962,-122.3984986
MLS Listing,,Condo/Co-op,666 Post St #603,San Francisco,CA,94109,699000,1,1.0,San Francisco,831,3783,1926,8,841,864,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-603/home/12400468,San Francisco MLS,512628,N,Y,37.7879056,-122.4129007
MLS Listing,,Single Family Residential,1495 11th Ave,San Francisco,CA,94122,2995000,5,5.0,San Francisco,3450,1376,,8,868,,Active,,,http://www.redfin.com/CA/San-Francisco/1495-11th-Ave-94122/home/1052033,San Francisco MLS,421523070,N,Y,37.7603583,-122.4684254
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #502,San Francisco,CA,94109,1450000,2,2.0,San Francisco,1105,9202,2017,8,1312,745,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-502/home/167259013,San Francisco MLS,421526670,N,Y,37.7929464,-122.422437
MLS Listing,,Single Family Residential,9 Vista View Ct,San Francisco,CA,94124,799000,2,2.0,San Francisco,1301,1512,1986,8,614,426,Active,,,http://www.redfin.com/CA/San-Francisco/9-Vistaview-Ct-94124/home/750415,San Francisco MLS,421526905,N,Y,37.7335509,-122.3951948
MLS Listing,,Multi-Family (2-4 Unit),261 - 263 Cumberland St,San Francisco,CA,94114,1995000,4,3.0,San Francisco,3244,2848,,8,615,,Active,,,http://www.redfin.com/CA/San-Francisco/261-Cumberland-St-94114/home/1613139,San Francisco MLS,421526222,N,Y,37.7585637,-122.4294274
MLS Listing,,Condo/Co-op,565 14th St #1,San Francisco,CA,94103,1195000,2,1.0,San Francisco,,,1924,8,,394,Active,,,http://www.redfin.com/CA/San-Francisco/565-14th-St-94103/unit-1/home/1286061,San Francisco MLS,421526922,N,Y,37.7677142,-122.4257421
MLS Listing,,Condo/Co-op,3110 California St Unit 2A,San Francisco,CA,94115,1350000,3,2.0,San Francisco,1369,4000,2004,8,986,713,Active,,,http://www.redfin.com/CA/San-Francisco/3110-California-St-94115/unit-2-A/home/171943523,San Francisco MLS,421524717,N,Y,37.7876266,-122.4458433
MLS Listing,,Condo/Co-op,2042 Grove St,San Francisco,CA,94117,1599000,3,1.0,San Francisco,1704,3421,1925,9,938,200,Active,,,http://www.redfin.com/CA/San-Francisco/2042-Grove-St-94117/home/12277447,San Francisco MLS,421516878,N,Y,37.77465,-122.450268
MLS Listing,,Condo/Co-op,53 Prospect Ave,San Francisco,CA,94110,799000,2,1.0,San Francisco,875,1735,1900,9,913,,Active,,,http://www.redfin.com/CA/San-Francisco/53-Prospect-Ave-94110/home/21966154,San Francisco MLS,421526430,N,Y,37.7440147,-122.4180966
MLS Listing,,Condo/Co-op,301 Mission St Unit 5C,SAN FRANCISCO,CA,94105,920000,1,1.0,SAN FRANCISCO,833,,2009,9,1104,1547,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-5C/home/40142377,MLSListings,ML81833472,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,74 New Montgomery St #203,San Francisco,CA,94105,595000,1,1.0,San Francisco,592,17865,1914,9,1005,869,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-203/home/17305587,San Francisco MLS,421526908,N,Y,37.7874578,-122.4013098
MLS Listing,,Condo/Co-op,1483 Sutter St #423,San Francisco,CA,94109,585000,0,1.0,San Francisco,530,48636,1993,9,1104,672,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-423/home/1587427,San Francisco MLS,421526904,N,Y,37.7867158,-122.4242025
MLS Listing,,Condo/Co-op,821 Folsom St #401,San Francisco,CA,94107,699000,1,1.0,San Francisco,652,28875,2004,9,1072,510,Active,,,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-401/home/12401856,San Francisco MLS,421525814,N,Y,37.7813849,-122.4013601
MLS Listing,,Condo/Co-op,3139 Gough St,San Francisco,CA,94123,2995000,4,2.5,San Francisco,2202,2812,1923,9,1360,577,Active,,,http://www.redfin.com/CA/San-Francisco/3139-Gough-St-94123/home/55244628,San Francisco MLS,421524443,N,Y,37.802391,-122.428447
MLS Listing,,Single Family Residential,90 Byxbee St,San Francisco,CA,94132,1098888,2,1.0,Merced Heights,1165,2495,1940,9,943,,Active,,,http://www.redfin.com/CA/San-Francisco/90-Byxbee-St-94132/home/1728883,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938997,N,Y,37.7159206,-122.4695909
MLS Listing,,Single Family Residential,3837 18th St,San Francisco,CA,94114,2495000,3,3.0,San Francisco,2081,2848,1900,9,1199,,Active,,,http://www.redfin.com/CA/San-Francisco/3837-18th-St-94114/home/1939104,San Francisco MLS,421526318,N,Y,37.7609939,-122.429206
MLS Listing,,Single Family Residential,357 Vicente St,SAN FRANCISCO,CA,94127,3499000,5,4.5,SAN FRANCISCO,3965,2765,1986,9,882,,Active,,,http://www.redfin.com/CA/San-Francisco/357-Vicente-St-94127/home/670648,MLSListings,ML81833400,N,Y,37.7393256,-122.4709387
MLS Listing,,Multi-Family (2-4 Unit),2924 Fillmore St,San Francisco,CA,94123,2950000,4,2.0,San Francisco,3106,2622,1910,9,950,,Active,,,http://www.redfin.com/CA/San-Francisco/2924-Fillmore-St-94123/home/1538789,San Francisco MLS,421526901,N,Y,37.7965823,-122.4351135
MLS Listing,,Single Family Residential,405 Beacon St,San Francisco,CA,94131-2207,1899900,3,2.0,San Francisco,1309,4183,1970,9,1451,,Active,,,http://www.redfin.com/CA/San-Francisco/405-Beacon-St-94131/home/1086259,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940700,N,Y,37.7415848,-122.4346286
MLS Listing,,Condo/Co-op,1731 Larkin #3,San Francisco,CA,94901,1449000,2,2.0,Nob Hill,1084,,1908,9,1337,475,Active,,,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-3/home/148073246,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940699,N,Y,37.7938381,-122.4200106
MLS Listing,,Condo/Co-op,223 Sanchez St,San Francisco,CA,94114,1250000,2,2.0,San Francisco,1165,3125,1900,9,1073,307,Active,,,http://www.redfin.com/CA/San-Francisco/223-Sanchez-St-94114/home/706699,San Francisco MLS,421526894,N,Y,37.7654547,-122.4306297
MLS Listing,,Condo/Co-op,3525 16th St,San Francisco,CA,94114,1695000,3,3.0,San Francisco,1600,2587,1938,9,1059,250,Active,,,http://www.redfin.com/CA/San-Francisco/3525-16th-St-94114/home/1985670,San Francisco MLS,421526540,N,Y,37.764085,-122.431476
MLS Listing,,Condo/Co-op,1650 Broadway #304,San Francisco,CA,94109,1595000,2,2.0,San Francisco,1160,13547,2016,9,1375,1094,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-304/home/101683268,San Francisco MLS,421524677,N,Y,37.7959245,-122.424407
MLS Listing,,Single Family Residential,1318 - 1320 23rd Ave,San Francisco,CA,94122,1499000,4,2.5,San Francisco,,2996,1923,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/1318-23rd-Ave-94122/home/1812881,San Francisco MLS,421526565,N,Y,37.7629787,-122.4811306
MLS Listing,,Single Family Residential,1400 York St,San Francisco,CA,94110,1600000,4,3.5,San Francisco,2115,1875,1922,9,757,,Active,,,http://www.redfin.com/CA/San-Francisco/1400-York-St-94110/home/1213242,San Francisco MLS,510858,N,Y,37.7495286,-122.4081233
MLS Listing,,Vacant Land,700 Jamestown Ave,San Francisco,CA,94124,500000,0,,San Francisco,,2500,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/700-Jamestown-Ave-94124/home/22045301,San Francisco MLS,421526732,N,Y,37.7147392,-122.3888916
MLS Listing,,Single Family Residential,2750 Cabrillo St,San Francisco,CA,94121,2450000,5,5.5,San Francisco,4800,2696,,10,510,,Active,,,http://www.redfin.com/CA/San-Francisco/2750-Cabrillo-St-94121/unit-V/home/110055158,San Francisco MLS,421526754,N,Y,37.7745127,-122.4884257
MLS Listing,,Condo/Co-op,708 Long Bridge St #708,San Francisco,CA,94158,1658000,2,2.0,City,1243,84866,2016,10,1334,1180,Active,,,http://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-708/home/109464819,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940630,N,Y,37.7720304,-122.3935768
